questionType,contentType,contentBody,intAnswer,prepTime(in_seconds),floatAnswer.max,floatAnswer.min,fitbAnswer,mcscAnswer,subjectiveAnswer,option.1,option.2,option.3,option.4,mcmcAnswer,tagRelationships,difficultyLevel,answerExplanationType,answerExplanation
subjective,markdown,"### **Menu System**

Create an interactive menu that loops until user chooses to exit.

Options:
1. Option A
2. Option B
3. Option C
4. Exit

**Example Output:**
=== Menu ===
1. Option A
2. Option B
3. Option C
4. Exit
Enter choice: 1
You selected Option A

=== Menu ===
1. Option A
2. Option B
3. Option C
4. Exit
Enter choice: 4
Exiting...
Program ended

**Hint:** Loop while choice != ""4"", display menu each iteration, use if/elif for choices.",,,,,,,,,,,,,,,markdown,"**Problem:** Find the first number that appears more than once in a list.

**Solution:**
```python
numbers = [1, 2, 3, 4, 2, 5]
seen = set()

for num in numbers:
    if num in seen:
        print(f""First duplicate: {num}"")
        break
    seen.add(num)
```

**Output:**
First duplicate: 2

**Explanation:**
- Use a set to track numbers we've seen
- For each number, check if it's already in the set
- If yes, it's a duplicate - print and break
- If no, add it to the set and continue
- First occurrence of 2 is added to set, second occurrence triggers duplicate detection

**Key Concept:** Sets provide O(1) lookup for efficient duplicate detection."
subjective,markdown,"### **Find Digits Sum**

Given number 12345, find the sum of all its digits (1+2+3+4+5 = 15).

**Expected Output:**
Sum of digits: 15

**Hint:** Use `number % 10` to get last digit, `number //= 10` to remove it. Loop while number > 0.",,,,,,,,,,,,,,,markdown,"**Problem:** Search for a number greater than 10. Use for-else to handle ""not found"" case.

**Solution:**
```python
numbers1 = [2, 4, 6, 8]
print(""List 1:"")
for num in numbers1:
    if num > 10:
        print(f""Found large number: {num}"")
        break
else:
    print(""No large number found"")

print()

numbers2 = [2, 4, 15, 8]
print(""List 2:"")
for num in numbers2:
    if num > 10:
        print(f""Found large number: {num}"")
        break
else:
    print(""No large number found"")
```

**Output:**
List 1:
No large number found

List 2:
Found large number: 15

**Explanation:**
- The `else` clause of a for loop executes ONLY if the loop completes without encountering a break
- List 1: No number > 10, so loop completes naturally and else executes
- List 2: 15 > 10, so we break, and else does NOT execute
- This is a clean way to handle ""search not found"" scenarios

**Key Concept:** For-else provides elegant handling of search success/failure."
subjective,markdown,"### **Reverse a Number**

Reverse the digits of 12345 to get 54321.

**Expected Output:**
Reversed: 54321

**Hint:** Extract digits one by one, build reversed number: `reversed = reversed * 10 + digit`.",,,,,,,,,,,,,,,markdown,"**Problem:** Count how many numbers you can process before encountering a number divisible by 7.

**Solution:**
```python
numbers = [1, 3, 5, 9, 11, 14, 16, 18]
count = 0

for num in numbers:
    if num % 7 == 0:
        break
    count += 1

print(f""Processed {count} numbers before stopping"")
```

**Output:**
Processed 5 numbers before stopping

**Explanation:**
- Initialize counter to 0
- For each number, check if divisible by 7
- If yes (14), break immediately
- If no, increment counter
- We process 1, 3, 5, 9, 11 (5 numbers) before hitting 14
- Counter gives us the count before break

**Key Concept:** Counters can track how many iterations occurred before break."
subjective,markdown,"### **GCD Calculator**

Calculate the Greatest Common Divisor (GCD) of 48 and 18 using the Euclidean algorithm.

**Expected Output:**
GCD: 6

**Hint:** While b != 0, swap a and b, set b = a % b. Result is in a when loop ends.",,,,,,,,,,,,,,,markdown,"**Problem:** Print words with 5 or more letters, skip shorter words.

**Solution:**
```python
words = [""Hi"", ""Python"", ""is"", ""amazing"", ""for"", ""coding""]

for word in words:
    if len(word) < 5:
        continue
    print(word)
```

**Output:**
Python
amazing
coding

**Explanation:**
- Loop through each word
- Check word length
- If less than 5 characters, continue skips it
- ""Hi"" (2), ""is"" (2), ""for"" (3) are skipped
- ""Python"" (6), ""amazing"" (7), ""coding"" (6) are printed

**Key Concept:** Continue can filter based on string properties like length."
subjective,markdown,"### **Prime Number Checker**

Check if 29 is a prime number. A prime has no divisors except 1 and itself.

**Expected Output:**
29 is prime

**Hint:** Loop while `divisor * divisor <= number`, check if `number % divisor == 0`. Break if divisor found.",,,,,,,,,,,,,,,markdown,"**Problem:** Find a number in a 2D list and print its position (row, col).

**Solution:**
```python
matrix = [[1, 2, 3], [4, 5, 6], [7, 8, 9]]
target = 5
found = False

for row_idx, row in enumerate(matrix):
    for col_idx, num in enumerate(row):
        if num == target:
            print(f""Found {target} at row {row_idx}, col {col_idx}"")
            found = True
            break
    if found:
        break
```

**Output:**
Found 5 at row 1, col 1

**Explanation:**
- Use nested loops with enumerate to track positions
- Inner loop checks each element in a row
- When target found, set flag and break inner loop
- After inner loop, check flag and break outer loop if needed
- Without flag, only inner loop would break, outer would continue
- Position (1, 1) means second row, second column (0-indexed)

**Key Concept:** Breaking nested loops requires a flag variable or function return."
subjective,markdown,"### **Collatz Sequence**

Starting with 10, apply Collatz rules until reaching 1:
- If even: divide by 2
- If odd: multiply by 3 and add 1

Print the sequence and count steps.

**Expected Output:**
Starting with 10:
10 → 5 → 16 → 8 → 4 → 2 → 1
Reached 1 in 6 steps

**Hint:** Loop while n != 1, apply rule based on n % 2.",,,,,,,,,,,,,,,markdown,"**Problem:** Print a list without consecutive duplicates.

**Solution:**
```python
numbers = [1, 1, 2, 2, 2, 3, 4, 4, 5]
prev = None

for num in numbers:
    if num == prev:
        continue
    print(num, end=' ')
    prev = num
```

**Output:**
1 2 3 4 5

**Explanation:**
- Track previous value with variable
- For each number, check if it equals previous
- If yes, continue skips it (consecutive duplicate)
- If no, print it and update previous
- First 1: prev is None, so print it, prev becomes 1
- Second 1: equals prev, skip it
- First 2: different from prev (1), print it, prev becomes 2
- And so on...

**Key Concept:** Tracking previous values helps detect consecutive patterns."
subjective,markdown,"### **Bank Account Simulator**

Simulate a bank account with initial balance $1000. Options:
1. Deposit
2. Withdraw
3. Quit

Validate transactions (positive amounts, sufficient balance).

**Example Interaction:**
Balance: $1000
1. Deposit
2. Withdraw
3. Quit
Choose action: 1
Deposit amount: $500
Deposited $500

Balance: $1500
1. Deposit
2. Withdraw
3. Quit
Choose action: 2
Withdraw amount: $200
Withdrew $200

Balance: $1300
1. Deposit
2. Withdraw
3. Quit
Choose action: 3
Thank you!
Final balance: $1300

**Hint:** Loop until action == ""quit"", validate amounts before updating balance.",,,,,,,,,,,,,,,markdown,"**Problem:** Check if all numbers in a list are even. Stop if you find an odd number.

**Solution:**
```python
numbers1 = [2, 4, 6, 8]
print(""List 1:"")
for num in numbers1:
    if num % 2 != 0:
        print(f""Not all even (found {num})"")
        break
else:
    print(""All numbers are even"")

print()

numbers2 = [2, 4, 5, 8]
print(""List 2:"")
for num in numbers2:
    if num % 2 != 0:
        print(f""Not all even (found {num})"")
        break
else:
    print(""All numbers are even"")
```

**Output:**
List 1:
All numbers are even

List 2:
Not all even (found 5)

**Explanation:**
- Check each number for oddness
- If odd number found, print message and break
- If loop completes (no odd found), else clause prints success
- List 1: All even, loop completes, else executes
- List 2: 5 is odd, break occurs, else doesn't execute
- This validates ""all"" condition efficiently

**Key Concept:** For-else elegantly handles ""all elements match"" validation."
subjective,markdown,"### **Power Calculator Without ****

Calculate 2^5 without using the ** operator. Use repeated multiplication.

**Expected Output:**
2^5 = 32

**Hint:** result = 1, loop exponent times, multiply result by base each time.",,,,,,,,,,,,,,,markdown,"**Problem:** Search for multiple targets in a list. Stop if any target is not found.

**Solution:**
```python
numbers = [10, 20, 30, 40, 50]
targets = [20, 50, 60]

for target in targets:
    for index, num in enumerate(numbers):
        if num == target:
            print(f""{target} found at index {index}"")
            break
    else:
        print(f""{target} not found - stopping search"")
        break
```

**Output:**
20 found at index 1
50 found at index 4
60 not found - stopping search

**Explanation:**
- Outer loop iterates through targets
- Inner loop searches for each target in numbers
- If target found, break inner loop (else doesn't execute)
- If inner loop completes without break, target not found
- The else clause of inner loop breaks outer loop
- 20 found at index 1, 50 found at index 4
- 60 not in list, inner loop completes, else breaks outer loop

**Key Concept:** For-else can control outer loops from inner loop completion."
subjective,markdown,"### **String Character Counter**

Count how many times the letter 'l' appears in ""hello world"" using a while loop and indexing.

**Expected Output:**
'l' appears 3 times

**Hint:** Use index to access each character, loop while index < len(text).",,,,,,,,,,,,,,,markdown,"**Problem:** Print numbers from 1 to 20, but skip numbers 8 through 12 (inclusive).

**Solution:**
```python
for num in range(1, 21):
    if 8 <= num <= 12:
        continue
    print(num, end=' ')
```

**Output:**
1 2 3 4 5 6 7 13 14 15 16 17 18 19 20

**Explanation:**
- Loop through 1 to 20
- Check if number is in range 8-12 using chained comparison
- If yes, continue skips it
- Numbers 8, 9, 10, 11, 12 are all skipped
- All others are printed

**Key Concept:** Chained comparisons (`8 <= num <= 12`) are concise and readable."
subjective,markdown,"### **Find Maximum in User Input**

Keep asking user for numbers until they enter ""done"". Find and print the maximum value entered.

**Example Interaction:**
Enter a number (or 'done'): 45
Enter a number (or 'done'): 12
Enter a number (or 'done'): 78
Enter a number (or 'done'): 23
Enter a number (or 'done'): done
Maximum value: 78

**Hint:** Use None for initial max_value, update if num > max_value. Handle ""no numbers"" case.

---

## Additional Practice Problems

#",,,,,,,,,,,,,,,markdown,"**Problem:** Find the first prime number in a list of numbers.

**Solution:**
```python
def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True

numbers = [4, 6, 8, 9, 11, 15, 17]

for num in numbers:
    if is_prime(num):
        print(f""First prime: {num}"")
        break
```

**Output:**
First prime: 11

**Explanation:**
- Helper function checks if a number is prime
- Loop through each number in the list
- Use helper function to check primality
- 4, 6, 8, 9 are not prime
- 11 is prime (only divisible by 1 and 11)
- Print and break when first prime found
- 15 and 17 are never checked

**Key Concept:** Helper functions can encapsulate complex conditions for break statements."
subjective,markdown,"### **Sum Even Numbers**

Sum all even numbers from 2 to 20 using a while loop.

**Expected Output:**
Sum: 110

---

#",,,,,,,,,,,,,,,markdown,"**Problem:** Calculate sum of each row in a 2D list, but stop if any row sum exceeds 20.

**Solution:**
```python
matrix = [[1, 2, 3],
          [4, 5, 6],
          [7, 8, 9]]

for row_idx, row in enumerate(matrix):
    row_sum = sum(row)
    if row_sum > 20:
        print(f""Row {row_idx} sum: {row_sum} - exceeds limit, stopping"")
        break
    print(f""Row {row_idx} sum: {row_sum}"")
```

**Output:**
Row 0 sum: 6
Row 1 sum: 15
Row 2 sum: 24 - exceeds limit, stopping

**Explanation:**
- Loop through each row with enumerate
- Calculate sum of each row using `sum()` function
- Row 0: 1+2+3 = 6 (OK, continue)
- Row 1: 4+5+6 = 15 (OK, continue)
- Row 2: 7+8+9 = 24 (exceeds 20, break)
- Processing stops at row 2

**Key Concept:** Break can enforce limits or thresholds during processing."
subjective,markdown,"### **Multiplication Table**

Print the multiplication table for 7 (7×1 through 7×10).

**Expected Output:**
7 x 1 = 7
7 x 2 = 14
7 x 3 = 21
...
7 x 10 = 70

---

#",,,,,,,,,,,,,,,markdown,"**Problem:** Print each character in a string except vowels.

**Solution:**
```python
text = ""Education""

for char in text:
    if char.lower() in ""aeiou"":
        continue
    print(char, end=' ')
```

**Output:**
E d c t n

**Explanation:**
- Loop through each character
- Convert to lowercase for comparison
- Check if it's a vowel (a, e, i, o, u)
- If vowel, continue skips it
- 'E' is capital but we check lowercase 'e' (vowel) - wait, this would skip it!

**Corrected Solution:**
```python
text = ""Education""

for char in text:
    if char.lower() in ""aeiou"":
        continue
    print(char, end=' ')
```

**Actual Output:**
d c t n

**Explanation (Corrected):**
- 'E' → 'e' is vowel, skip
- 'd' is consonant, print
- 'u' is vowel, skip
- 'c' is consonant, print
- 'a' is vowel, skip
- 't' is consonant, print
- 'i' is vowel, skip
- 'o' is vowel, skip
- 'n' is consonant, print

**Key Concept:** Use `.lower()` to make case-insensitive comparisons."
subjective,markdown,"### **Count Vowels**

Count vowels in a given string using a while loop.

Test string: ""Hello World""

**Expected Output:**
Vowel count: 3

**Hint:** Check if each character is in ""aeiouAEIOU"".

---

#",,,,,,,,,,,,,,,markdown,"**Problem:** Print the first 5 even numbers from a range of 1 to 50.

**Solution:**
```python
count = 0

for num in range(1, 51):
    if num % 2 == 0:
        print(num, end=' ')
        count += 1
        if count == 5:
            break
```

**Output:**
2 4 6 8 10

**Explanation:**
- Initialize counter to track how many evens printed
- Loop through 1 to 50
- Check if number is even
- If even, print it and increment counter
- When counter reaches 5, break
- Only first 5 evens are printed: 2, 4, 6, 8, 10

**Key Concept:** Counters with break can limit output to first N matches."
subjective,markdown,"### **Digital Root**

Find the digital root of a number (keep summing digits until single digit remains).

For 38: 3+8=11, 1+1=2 → Digital root is 2

**Expected Output:**
Digital root of 38: 2

**Hint:** Outer loop while number >= 10, inner loop sums digits.

---

#",,,,,,,,,,,,,,,markdown,"**Problem:** Search for a key in a dictionary. If found, print its value and stop.

**Solution:**
```python
person = {""name"": ""Alice"", ""age"": 25, ""city"": ""NYC""}
search_key = ""age""

for key, value in person.items():
    if key == search_key:
        print(f""Found {key}: {value}"")
        break
```

**Output:**
Found age: 25

**Explanation:**
- Use `.items()` to loop through key-value pairs
- Check if current key matches search key
- When found, print key and value, then break
- More efficient than checking all keys

**Alternative (Direct Access):**
```python
if ""age"" in person:
    print(f""Found age: {person['age']}"")
```
This is actually more efficient for dictionaries, but the loop demonstrates break usage.

**Key Concept:** Break works with dictionary iteration, though direct access is often better."
subjective,markdown,"### **Binary Conversion**

Convert decimal number 13 to binary using a while loop.

**Expected Output:**
13 in binary: 1101

**Hint:** Repeatedly divide by 2, collect remainders, reverse at end.",,,,,,,,,,,,,,,markdown,"**Problem:** Print non-empty strings from a list.

**Solution:**
```python
words = [""Hello"", """", ""World"", """", ""Python""]

for word in words:
    if not word:  # or: if word == """"
        continue
    print(word)
```

**Output:**
Hello
World
Python

**Explanation:**
- Loop through each word
- Empty string is ""falsy"" in Python, so `not word` is True
- If word is empty, continue skips it
- Only non-empty strings are printed

**Key Concept:** Empty strings are falsy, making `not word` a concise check."
subjective,markdown,"### **Find First Even Number**

Write a program that finds and prints the first even number from a list, then stops.

Given list: `[1, 3, 5, 8, 9, 11, 13]`

**Expected Output:**
First even number: 8

**Hint:** Use a for loop to iterate through the list. When you find an even number (`num % 2 == 0`), print it and use `break` to exit.",,,,,,,,,,,,,,,markdown,"**Problem:** Write a program that finds and prints the first even number from a list, then stops.

**Solution:**
```python
numbers = [1, 3, 5, 8, 9, 11]

for num in numbers:
    if num % 2 == 0:
        print(f""Found: {num}"")
        break
```

**Output:**
Found: 8

**Explanation:**
- Loop through each number in the list
- Check if the number is even using `num % 2 == 0`
- When we find the first even number (8), print it and use `break` to exit the loop
- Break immediately stops the loop execution, so we don't check 9 or 11

**Key Concept:** Break exits the loop as soon as the condition is met, useful for search operations."
subjective,markdown,"### **Search for Target Word**

Search for the word ""python"" in a list of words. Print ""Found!"" and stop when you find it.

Given list: `[""java"", ""javascript"", ""python"", ""ruby"", ""go""]`

**Expected Output:**
Found python!

**Hint:** Iterate through the list, check if word equals ""python"", then break.",,,,,,,,,,,,,,,markdown,"**Problem:** Print only even numbers from 1 to 10 using continue to skip odd numbers.

**Solution:**
```python
for num in range(1, 11):
    if num % 2 != 0:
        continue
    print(num)
```

**Output:**
2
4
6
8
10

**Explanation:**
- Loop through numbers 1 to 10
- If number is odd (`num % 2 != 0`), use `continue` to skip to next iteration
- Continue skips the print statement for odd numbers
- Only even numbers reach the print statement

**Alternative Solution:**
```python
for num in range(1, 11):
    if num % 2 == 0:
        print(num)
```

**Key Concept:** Continue skips the current iteration and moves to the next one, useful for filtering."
subjective,markdown,"### **Stop at Negative**

Print numbers from a list until you encounter a negative number. Stop immediately when you find one.

Given list: `[10, 20, 30, -5, 40, 50]`

**Expected Output:**
10
20
30
Negative number found, stopping

**Hint:** Loop through list, check if `num < 0`, print message and break.",,,,,,,,,,,,,,,markdown,"**Problem:** Search for ""Alice"" in a list of names and print ""Found!"" when you find it.

**Solution:**
```python
names = [""Bob"", ""Charlie"", ""Alice"", ""David""]

for name in names:
    print(f""Checking {name}"")
    if name == ""Alice"":
        print(""Found!"")
        break
```

**Output:**
Checking Bob
Checking Charlie
Checking Alice
Found!

**Explanation:**
- Loop through each name in the list
- Print ""Checking"" message for each name
- When we find ""Alice"", print ""Found!"" and break
- David is never checked because break exits the loop

**Key Concept:** Break is useful for early exit when you've found what you're looking for."
subjective,markdown,"### **Count Until Threshold**

Count from 1 upward. Stop when you reach 5.

**Expected Output:**
1
2
3
4
5

**Hint:** Use a while loop with a counter. When counter reaches 5, print it and break.",,,,,,,,,,,,,,,markdown,"**Problem:** Print only positive numbers from a list, skipping negative ones.

**Solution:**
```python
numbers = [5, -2, 8, -7, 3, -1, 9]

for num in numbers:
    if num < 0:
        continue
    print(num)
```

**Output:**
5
8
3
9

**Explanation:**
- Loop through all numbers
- If number is negative (`num < 0`), use continue to skip it
- Only positive numbers get printed
- Continue acts as a filter, skipping unwanted values

**Key Concept:** Continue is perfect for filtering out unwanted values while processing the rest."
subjective,markdown,"### **Exit on Command**

Create a simple command loop that keeps asking for input until user types ""exit"".

**Example Interaction:**
Enter command (or 'exit'): hello
You entered: hello
Enter command (or 'exit'): world
You entered: world
Enter command (or 'exit'): exit
Goodbye!

**Hint:** Use `while True:` with break when input equals ""exit"".",,,,,,,,,,,,,,,markdown,"**Problem:** Find the first vowel in a string and print its position.

**Solution:**
```python
text = ""Python""
vowels = ""aeiouAEIOU""

for index, char in enumerate(text):
    if char in vowels:
        print(f""First vowel: {char} at position {index}"")
        break
```

**Output:**
First vowel: o at position 4

**Explanation:**
- Use `enumerate()` to get both index and character
- Check if character is in vowels string
- When found, print the vowel and its position, then break
- Position 4 means it's the 5th character (0-indexed)

**Key Concept:** Enumerate provides index-value pairs, useful for position-based searches."
subjective,markdown,"### **Find First Divisor**

Find and print the first number (greater than 1) that divides 100 evenly.

**Expected Output:**
First divisor of 100: 2

**Hint:** Loop from 2 to 99, check if `100 % i == 0`, break when found.",,,,,,,,,,,,,,,markdown,"**Problem:** Calculate sum of numbers until you encounter a negative number.

**Solution:**
```python
numbers = [5, 10, 15, -3, 20, 25]
total = 0

for num in numbers:
    if num < 0:
        break
    total += num

print(f""Sum: {total}"")
```

**Output:**
Sum: 30

**Explanation:**
- Initialize total to 0
- Loop through numbers, adding each to total
- When we encounter -3 (first negative), break immediately
- Total = 5 + 10 + 15 = 30
- Numbers after -3 are never processed

**Key Concept:** Break can stop processing based on a condition, even mid-collection."
subjective,markdown,"### **Sum Until Zero**

Keep asking for numbers and summing them. When user enters 0, stop and show the total.

**Example Interaction:**
Enter number (0 to stop): 10
Enter number (0 to stop): 25
Enter number (0 to stop): 15
Enter number (0 to stop): 0
Total sum: 50

**Hint:** Use `while True:`, check if number is 0, break and print total.",,,,,,,,,,,,,,,markdown,"**Problem:** Print numbers 1 to 20, but skip multiples of 3.

**Solution:**
```python
for num in range(1, 21):
    if num % 3 == 0:
        continue
    print(num, end=' ')
```

**Output:**
1 2 4 5 7 8 10 11 13 14 16 17 19 20

**Explanation:**
- Loop through 1 to 20
- Check if number is divisible by 3 (`num % 3 == 0`)
- If yes, continue skips the print statement
- Multiples of 3 (3, 6, 9, 12, 15, 18) are skipped
- All other numbers are printed

**Key Concept:** Continue can filter based on mathematical conditions."
